----Type 1-----
 id : 38 , arrvial time : 0, process time: 3
 id : 977 , arrvial time : 906, process time: 3
 id : 59 , arrvial time : 906, process time: 1
 id : 261 , arrvial time : 907, process time: 3
 id : 787 , arrvial time : 907, process time: 1
 id : 975 , arrvial time : 910, process time: 4
 id : 730 , arrvial time : 914, process time: 2
 id : 761 , arrvial time : 914, process time: 3
 id : 779 , arrvial time : 917, process time: 4
 id : 990 , arrvial time : 920, process time: 5
 id : 755 , arrvial time : 930, process time: 4
 id : 294 , arrvial time : 930, process time: 5
 id : 308 , arrvial time : 935, process time: 4
 id : 514 , arrvial time : 937, process time: 4
 id : 566 , arrvial time : 937, process time: 4
 id : 526 , arrvial time : 939, process time: 1
 id : 887 , arrvial time : 940, process time: 2
 id : 314 , arrvial time : 942, process time: 1
 id : 557 , arrvial time : 946, process time: 2
 id : 938 , arrvial time : 955, process time: 4
 id : 361 , arrvial time : 959, process time: 1
 id : 778 , arrvial time : 970, process time: 4
 id : 912 , arrvial time : 971, process time: 1
 id : 74 , arrvial time : 977, process time: 3
 id : 440 , arrvial time : 978, process time: 4
 id : 40 , arrvial time : 980, process time: 2
 id : 1000 , arrvial time : 980, process time: 1
 id : 914 , arrvial time : 985, process time: 5
 id : 615 , arrvial time : 986, process time: 2
 id : 406 , arrvial time : 991, process time: 4
 id : 907 , arrvial time : 995, process time: 1
 id : 796 , arrvial time : 998, process time: 2
 id : 90 , arrvial time : 999, process time: 2

----Type 3:----
 id : 224 , arrvial time : 3, process time: 1
 id : 612 , arrvial time : 9, process time: 5
 id : 304 , arrvial time : 13, process time: 3
 id : 813 , arrvial time : 17, process time: 1
 id : 145 , arrvial time : 20, process time: 2
 id : 16 , arrvial time : 22, process time: 1
 id : 842 , arrvial time : 25, process time: 1
 id : 926 , arrvial time : 28, process time: 1
 id : 768 , arrvial time : 39, process time: 4
 id : 650 , arrvial time : 40, process time: 2
 id : 675 , arrvial time : 46, process time: 4
 id : 781 , arrvial time : 48, process time: 2
 id : 601 , arrvial time : 49, process time: 1
 id : 478 , arrvial time : 50, process time: 5
 id : 657 , arrvial time : 50, process time: 4
 id : 315 , arrvial time : 51, process time: 1
 id : 901 , arrvial time : 53, process time: 2
 id : 911 , arrvial time : 55, process time: 4
 id : 188 , arrvial time : 60, process time: 1
 id : 86 , arrvial time : 66, process time: 3
 id : 126 , arrvial time : 73, process time: 5
 id : 934 , arrvial time : 75, process time: 1
 id : 989 , arrvial time : 86, process time: 3
 id : 882 , arrvial time : 88, process time: 3
 id : 353 , arrvial time : 92, process time: 4
 id : 671 , arrvial time : 92, process time: 5
 id : 638 , arrvial time : 96, process time: 4
 id : 707 , arrvial time : 97, process time: 3
 id : 818 , arrvial time : 97, process time: 1
 id : 850 , arrvial time : 98, process time: 2
 id : 960 , arrvial time : 100, process time: 4
 id : 848 , arrvial time : 101, process time: 4
 id : 854 , arrvial time : 105, process time: 1
 id : 293 , arrvial time : 108, process time: 4
 id : 750 , arrvial time : 110, process time: 2
 id : 670 , arrvial time : 113, process time: 2
 id : 258 , arrvial time : 116, process time: 1
 id : 365 , arrvial time : 119, process time: 5
 id : 55 , arrvial time : 124, process time: 5
 id : 851 , arrvial time : 125, process time: 1
 id : 128 , arrvial time : 128, process time: 1
 id : 932 , arrvial time : 135, process time: 4
 id : 73 , arrvial time : 144, process time: 4
 id : 550 , arrvial time : 149, process time: 1
 id : 536 , arrvial time : 150, process time: 2
 id : 881 , arrvial time : 150, process time: 3
 id : 700 , arrvial time : 152, process time: 5
 id : 91 , arrvial time : 153, process time: 4
 id : 716 , arrvial time : 155, process time: 2
 id : 753 , arrvial time : 159, process time: 4
 id : 39 , arrvial time : 169, process time: 5
 id : 802 , arrvial time : 180, process time: 2
 id : 827 , arrvial time : 184, process time: 1
 id : 112 , arrvial time : 185, process time: 1
 id : 838 , arrvial time : 185, process time: 3
 id : 227 , arrvial time : 190, process time: 3
 id : 26 , arrvial time : 190, process time: 5
 id : 873 , arrvial time : 190, process time: 4
 id : 289 , arrvial time : 191, process time: 4
 id : 642 , arrvial time : 195, process time: 1
 id : 805 , arrvial time : 198, process time: 4
 id : 951 , arrvial time : 199, process time: 1
 id : 148 , arrvial time : 200, process time: 1
 id : 945 , arrvial time : 201, process time: 3
 id : 386 , arrvial time : 204, process time: 3
 id : 751 , arrvial time : 210, process time: 4
 id : 238 , arrvial time : 210, process time: 5
 id : 248 , arrvial time : 215, process time: 3
 id : 282 , arrvial time : 216, process time: 1
 id : 859 , arrvial time : 216, process time: 3
 id : 375 , arrvial time : 219, process time: 1
 id : 245 , arrvial time : 220, process time: 2
 id : 291 , arrvial time : 221, process time: 5
 id : 447 , arrvial time : 230, process time: 1
 id : 110 , arrvial time : 242, process time: 1
 id : 731 , arrvial time : 242, process time: 3
 id : 416 , arrvial time : 245, process time: 2
 id : 905 , arrvial time : 248, process time: 1
 id : 165 , arrvial time : 250, process time: 3
 id : 656 , arrvial time : 250, process time: 5
 id : 296 , arrvial time : 252, process time: 2
 id : 956 , arrvial time : 257, process time: 4
 id : 874 , arrvial time : 258, process time: 4
 id : 191 , arrvial time : 260, process time: 1
 id : 798 , arrvial time : 261, process time: 3
 id : 955 , arrvial time : 267, process time: 1
 id : 981 , arrvial time : 272, process time: 5
 id : 943 , arrvial time : 274, process time: 5
 id : 337 , arrvial time : 278, process time: 4
 id : 454 , arrvial time : 280, process time: 4
 id : 795 , arrvial time : 284, process time: 5
 id : 292 , arrvial time : 286, process time: 5
 id : 519 , arrvial time : 297, process time: 2
 id : 89 , arrvial time : 299, process time: 5
 id : 441 , arrvial time : 300, process time: 5
 id : 144 , arrvial time : 301, process time: 1
 id : 88 , arrvial time : 302, process time: 3
 id : 922 , arrvial time : 308, process time: 4
 id : 240 , arrvial time : 309, process time: 2
 id : 328 , arrvial time : 309, process time: 1
 id : 23 , arrvial time : 312, process time: 5
 id : 362 , arrvial time : 312, process time: 3
 id : 260 , arrvial time : 313, process time: 2
 id : 418 , arrvial time : 321, process time: 1
 id : 603 , arrvial time : 321, process time: 3
 id : 263 , arrvial time : 324, process time: 4
 id : 369 , arrvial time : 326, process time: 1
 id : 959 , arrvial time : 327, process time: 3
 id : 570 , arrvial time : 328, process time: 3
 id : 251 , arrvial time : 331, process time: 1
 id : 607 , arrvial time : 335, process time: 2
 id : 402 , arrvial time : 336, process time: 5
 id : 30 , arrvial time : 338, process time: 3
 id : 299 , arrvial time : 338, process time: 5
 id : 690 , arrvial time : 341, process time: 1
 id : 741 , arrvial time : 346, process time: 5
 id : 338 , arrvial time : 348, process time: 5
 id : 254 , arrvial time : 349, process time: 4
 id : 697 , arrvial time : 355, process time: 4
 id : 104 , arrvial time : 359, process time: 4
 id : 363 , arrvial time : 360, process time: 2
 id : 893 , arrvial time : 361, process time: 2
 id : 663 , arrvial time : 362, process time: 1
 id : 602 , arrvial time : 363, process time: 5
 id : 3 , arrvial time : 363, process time: 1
 id : 213 , arrvial time : 366, process time: 2
 id : 61 , arrvial time : 366, process time: 5
 id : 758 , arrvial time : 369, process time: 4
 id : 324 , arrvial time : 371, process time: 5
 id : 892 , arrvial time : 371, process time: 1
 id : 746 , arrvial time : 373, process time: 4
 id : 79 , arrvial time : 384, process time: 5
 id : 872 , arrvial time : 385, process time: 5
 id : 591 , arrvial time : 386, process time: 1
 id : 346 , arrvial time : 388, process time: 3
 id : 604 , arrvial time : 389, process time: 5
 id : 347 , arrvial time : 391, process time: 5
 id : 160 , arrvial time : 402, process time: 5
 id : 157 , arrvial time : 407, process time: 3
 id : 46 , arrvial time : 414, process time: 3
 id : 218 , arrvial time : 422, process time: 4
 id : 776 , arrvial time : 423, process time: 2
 id : 606 , arrvial time : 428, process time: 5
 id : 517 , arrvial time : 428, process time: 5
 id : 351 , arrvial time : 430, process time: 3
 id : 330 , arrvial time : 431, process time: 3
 id : 875 , arrvial time : 431, process time: 5
 id : 791 , arrvial time : 432, process time: 1
 id : 479 , arrvial time : 433, process time: 4
 id : 965 , arrvial time : 434, process time: 1
 id : 534 , arrvial time : 436, process time: 1
 id : 192 , arrvial time : 437, process time: 1
 id : 801 , arrvial time : 439, process time: 3
 id : 477 , arrvial time : 439, process time: 5
 id : 179 , arrvial time : 446, process time: 1
 id : 468 , arrvial time : 447, process time: 4
 id : 71 , arrvial time : 450, process time: 2
 id : 174 , arrvial time : 451, process time: 5
 id : 429 , arrvial time : 454, process time: 2
 id : 993 , arrvial time : 454, process time: 1
 id : 135 , arrvial time : 455, process time: 5
 id : 767 , arrvial time : 460, process time: 2
 id : 21 , arrvial time : 462, process time: 4
 id : 646 , arrvial time : 468, process time: 5
 id : 310 , arrvial time : 468, process time: 2
 id : 763 , arrvial time : 468, process time: 4
 id : 754 , arrvial time : 469, process time: 2
 id : 756 , arrvial time : 471, process time: 3
 id : 748 , arrvial time : 472, process time: 1
 id : 502 , arrvial time : 476, process time: 2
 id : 573 , arrvial time : 476, process time: 3
 id : 44 , arrvial time : 490, process time: 3
 id : 702 , arrvial time : 492, process time: 1
 id : 952 , arrvial time : 498, process time: 5
 id : 390 , arrvial time : 502, process time: 4
 id : 197 , arrvial time : 505, process time: 5
 id : 636 , arrvial time : 507, process time: 4
 id : 332 , arrvial time : 511, process time: 5
 id : 168 , arrvial time : 514, process time: 4
 id : 244 , arrvial time : 515, process time: 2
 id : 766 , arrvial time : 525, process time: 4
 id : 966 , arrvial time : 528, process time: 5
 id : 720 , arrvial time : 541, process time: 5
 id : 925 , arrvial time : 542, process time: 4
 id : 146 , arrvial time : 546, process time: 3
 id : 522 , arrvial time : 546, process time: 2
 id : 639 , arrvial time : 548, process time: 1
 id : 480 , arrvial time : 549, process time: 3
 id : 47 , arrvial time : 563, process time: 1
 id : 673 , arrvial time : 566, process time: 1
 id : 947 , arrvial time : 571, process time: 5
 id : 845 , arrvial time : 572, process time: 3
 id : 870 , arrvial time : 574, process time: 2
 id : 736 , arrvial time : 578, process time: 4
 id : 906 , arrvial time : 581, process time: 4
 id : 740 , arrvial time : 587, process time: 4
 id : 861 , arrvial time : 587, process time: 5
 id : 823 , arrvial time : 592, process time: 3
 id : 223 , arrvial time : 596, process time: 5
 id : 667 , arrvial time : 597, process time: 5
 id : 918 , arrvial time : 597, process time: 3
 id : 318 , arrvial time : 597, process time: 3
 id : 666 , arrvial time : 608, process time: 5
 id : 562 , arrvial time : 608, process time: 4
 id : 127 , arrvial time : 616, process time: 3
 id : 538 , arrvial time : 617, process time: 2
 id : 297 , arrvial time : 621, process time: 2
 id : 411 , arrvial time : 623, process time: 1
 id : 57 , arrvial time : 628, process time: 4
 id : 856 , arrvial time : 632, process time: 1
 id : 632 , arrvial time : 634, process time: 4
 id : 201 , arrvial time : 639, process time: 2
 id : 78 , arrvial time : 640, process time: 2
 id : 630 , arrvial time : 643, process time: 5
 id : 370 , arrvial time : 644, process time: 1
 id : 53 , arrvial time : 647, process time: 5
 id : 469 , arrvial time : 648, process time: 2
 id : 138 , arrvial time : 649, process time: 2
 id : 658 , arrvial time : 652, process time: 2
 id : 326 , arrvial time : 653, process time: 5
 id : 288 , arrvial time : 671, process time: 3
 id : 382 , arrvial time : 676, process time: 1
 id : 645 , arrvial time : 676, process time: 2
 id : 271 , arrvial time : 677, process time: 1
 id : 710 , arrvial time : 678, process time: 1
 id : 910 , arrvial time : 682, process time: 4
 id : 937 , arrvial time : 685, process time: 5
 id : 520 , arrvial time : 692, process time: 2
 id : 712 , arrvial time : 692, process time: 4
 id : 579 , arrvial time : 704, process time: 2
 id : 961 , arrvial time : 708, process time: 4
 id : 357 , arrvial time : 710, process time: 5
 id : 727 , arrvial time : 714, process time: 3
 id : 788 , arrvial time : 715, process time: 5
 id : 76 , arrvial time : 716, process time: 4
 id : 32 , arrvial time : 717, process time: 3
 id : 344 , arrvial time : 719, process time: 2
 id : 120 , arrvial time : 719, process time: 4
 id : 279 , arrvial time : 723, process time: 5
 id : 828 , arrvial time : 734, process time: 2
 id : 195 , arrvial time : 737, process time: 4
 id : 973 , arrvial time : 737, process time: 1
 id : 490 , arrvial time : 738, process time: 2
 id : 992 , arrvial time : 738, process time: 1
 id : 401 , arrvial time : 740, process time: 4
 id : 867 , arrvial time : 740, process time: 5
 id : 202 , arrvial time : 741, process time: 1
 id : 60 , arrvial time : 743, process time: 4
 id : 953 , arrvial time : 748, process time: 3
 id : 421 , arrvial time : 751, process time: 4
 id : 804 , arrvial time : 758, process time: 1
 id : 699 , arrvial time : 765, process time: 4
 id : 594 , arrvial time : 766, process time: 1
 id : 129 , arrvial time : 769, process time: 4
 id : 742 , arrvial time : 778, process time: 5
 id : 414 , arrvial time : 780, process time: 1
 id : 982 , arrvial time : 788, process time: 4
 id : 170 , arrvial time : 791, process time: 2
 id : 286 , arrvial time : 793, process time: 5
 id : 558 , arrvial time : 795, process time: 5
 id : 325 , arrvial time : 796, process time: 1
 id : 458 , arrvial time : 798, process time: 5
 id : 527 , arrvial time : 799, process time: 5
 id : 709 , arrvial time : 800, process time: 2
 id : 376 , arrvial time : 805, process time: 1
 id : 323 , arrvial time : 808, process time: 3
 id : 200 , arrvial time : 814, process time: 4
 id : 809 , arrvial time : 814, process time: 5
 id : 343 , arrvial time : 819, process time: 2
 id : 793 , arrvial time : 823, process time: 1
 id : 194 , arrvial time : 824, process time: 5
 id : 451 , arrvial time : 825, process time: 3
 id : 467 , arrvial time : 826, process time: 2
 id : 99 , arrvial time : 828, process time: 5
 id : 812 , arrvial time : 828, process time: 5
 id : 486 , arrvial time : 831, process time: 2
 id : 696 , arrvial time : 832, process time: 5
 id : 969 , arrvial time : 834, process time: 5
 id : 900 , arrvial time : 834, process time: 1
 id : 368 , arrvial time : 834, process time: 5
 id : 512 , arrvial time : 836, process time: 2
 id : 508 , arrvial time : 838, process time: 5
 id : 814 , arrvial time : 838, process time: 3
 id : 181 , arrvial time : 844, process time: 2
 id : 123 , arrvial time : 844, process time: 3
 id : 404 , arrvial time : 846, process time: 2
 id : 394 , arrvial time : 855, process time: 3
 id : 410 , arrvial time : 867, process time: 3
 id : 726 , arrvial time : 872, process time: 2
 id : 67 , arrvial time : 872, process time: 5
 id : 4 , arrvial time : 872, process time: 2
 id : 505 , arrvial time : 875, process time: 3
 id : 100 , arrvial time : 877, process time: 2
 id : 807 , arrvial time : 881, process time: 1
 id : 329 , arrvial time : 882, process time: 2
 id : 747 , arrvial time : 884, process time: 2
 id : 438 , arrvial time : 888, process time: 2
 id : 523 , arrvial time : 889, process time: 1
 id : 395 , arrvial time : 902, process time: 2
 id : 163 , arrvial time : 903, process time: 3
 id : 80 , arrvial time : 908, process time: 1
 id : 403 , arrvial time : 909, process time: 4
 id : 988 , arrvial time : 913, process time: 5
 id : 33 , arrvial time : 915, process time: 4
 id : 738 , arrvial time : 918, process time: 3
 id : 643 , arrvial time : 920, process time: 1
 id : 334 , arrvial time : 920, process time: 4
 id : 858 , arrvial time : 922, process time: 5
 id : 544 , arrvial time : 923, process time: 5
 id : 994 , arrvial time : 925, process time: 4
 id : 849 , arrvial time : 926, process time: 4
 id : 846 , arrvial time : 927, process time: 2
 id : 487 , arrvial time : 942, process time: 5
 id : 920 , arrvial time : 944, process time: 2
 id : 571 , arrvial time : 947, process time: 1
 id : 462 , arrvial time : 948, process time: 4
 id : 717 , arrvial time : 950, process time: 1
 id : 13 , arrvial time : 956, process time: 2
 id : 681 , arrvial time : 958, process time: 1
 id : 908 , arrvial time : 958, process time: 2
 id : 963 , arrvial time : 959, process time: 3
 id : 597 , arrvial time : 962, process time: 5
 id : 581 , arrvial time : 962, process time: 3
 id : 93 , arrvial time : 963, process time: 4
 id : 648 , arrvial time : 975, process time: 2
 id : 193 , arrvial time : 976, process time: 3
 id : 483 , arrvial time : 978, process time: 1
 id : 734 , arrvial time : 985, process time: 5
 id : 927 , arrvial time : 985, process time: 5
 id : 985 , arrvial time : 990, process time: 1
 id : 427 , arrvial time : 991, process time: 5
 id : 568 , arrvial time : 991, process time: 4
 id : 931 , arrvial time : 993, process time: 3
 id : 211 , arrvial time : 993, process time: 4

